iter	auc
230	0.93682246875
231	0.9368621875
232	0.9368723125
233	0.936901203125
234	0.93703334375
235	0.937085875
236	0.937161859375
237	0.937256765625
238	0.937266015625
239	0.9372638125
240	0.937282046875
241	0.93730340625
242	0.9373975390625
243	0.9374150859375
244	0.9374856171875
245	0.9375037578125
246	0.9375261328125
247	0.9375277265625
248	0.9376205859375
249	0.9376501953125
250	0.9376707265625
251	0.9376908828125
252	0.9377294609375
253	0.9378947109375
254	0.9378988671875
255	0.9379935703125
256	0.9379968828125
257	0.9380820234375
258	0.9382217265625
259	0.9382464609375
260	0.9383168671875
261	0.938415828125
262	0.9384780625
263	0.93852646875
264	0.938567140625
265	0.938637609375
266	0.93869965625
267	0.93876153125
268	0.938785734375
269	0.938817625
270	0.938826046875
271	0.938834359375
272	0.9389416015625
273	0.93898959375
274	0.93907084375
275	0.9391645625
276	0.9392228125
277	0.9393331875
278	0.939414390625
279	0.93953425
280	0.93968228125
281	0.93977553125
282	0.939797375
283	0.939820875
284	0.93984484375
285	0.939976828125
286	0.940003125
287	0.940138796875
288	0.940156546875
289	0.940184109375
290	0.940281890625
291	0.940391015625
292	0.9404019375
293	0.940426359375
294	0.940436828125
295	0.940461625
296	0.94052203125
297	0.94053803125
298	0.940544859375
299	0.940553453125
300	0.9405595625
301	0.94059928125
302	0.94062621875
303	0.94063528125
304	0.940650421875
305	0.9406611015625
306	0.9406711796875
307	0.9406754609375
308	0.9406893515625
309	0.940728109375
310	0.9407559609375
311	0.9408786328125
312	0.9409740859375
313	0.9410655546875
314	0.9411342578125
315	0.9411455390625
316	0.9411525859375
317	0.94116259375
318	0.941159390625
319	0.94115971875
320	0.941161546875
321	0.9411664375
322	0.941189703125
323	0.941213953125
324	0.9412513515625
325	0.9413298671875
326	0.9413559140625
327	0.9413688984375
328	0.9414576640625
329	0.9415291328125
330	0.9416021640625
331	0.9416441328125
332	0.941651765625
333	0.94166196875
334	0.9417093125
335	0.9417173203125
336	0.9417347421875
337	0.9417560390625
338	0.9417902734375
339	0.9418679296875
340	0.9418870546875
341	0.94188940625
342	0.941896640625
343	0.941912796875
344	0.94191121875
345	0.94192509375
346	0.941943484375
347	0.941968
348	0.942048703125
349	0.94205375
350	0.942054546875
351	0.942057421875
352	0.94206021875
353	0.94205965625
354	0.942063625
355	0.94209321875
356	0.9421435390625
357	0.9421762734375
358	0.9422660390625
359	0.9423431015625
360	0.9423672109375
361	0.9423706484375
362	0.9423779609375
363	0.9424203515625
364	0.9424224765625
365	0.9424574296875
366	0.9424625859375
367	0.9425090234375
368	0.9425293671875
369	0.9425682890625
370	0.9426063203125
371	0.9426087265625
372	0.9426459921875
373	0.9427692578125
374	0.9428234921875
375	0.94286115625
376	0.9429352734375
377	0.9429405234375
378	0.9429465703125
379	0.9429537890625
380	0.9429570234375
381	0.9429779453125
382	0.9430416953125
383	0.9430448984375
384	0.9430654921875
385	0.9430820078125
386	0.9431361484375
387	0.9431424765625
388	0.9431927421875
389	0.9431958203125
390	0.9431938515625
391	0.9432002890625
392	0.9432451796875
393	0.9432659453125
394	0.9432656171875
395	0.9432808359375
396	0.9432963515625
397	0.9434322890625
398	0.9434741015625
399	0.9435127578125
